title, price, discount, link
HyperX Cloud Alpha Wireless - Gaming Headset for PC/ 300-hour battery life/ DTS Headphone:X Spatial Audio/ Memory foam/ Dual Chamber Drivers/ Noise-canceling mic/ Durable aluminum frame/Red, $199.99, 22 
PS5 Controller Charger Station with Fast Charging AC Adapter 5V/3A/ Dual Controller Charging Stand for Playstation 5/ Docking Station Replacement for DualSense Charging Station, $24.99, 25 
JBL Quantum 100 - Wired Over-Ear Gaming Headphones - Black/ Large, $39.95, 38 
FIFINE Gaming USB Microphone for PC PS5/ Condenser Mic with Quick Mute/ RGB Indicator/ Tripod Stand/ Pop Filter/ Shock Mount/ Gain Control for Streaming Discord Twitch Podcasts Videos- AmpliGame, $34.99, 20 
SENZER SG500 Surround Sound Pro Gaming Headset with Noise Cancelling Microphone - Detachable Memory Foam Ear Pads - Portable Foldable Headphones for PC/ PS4/ PS5/ Xbox One/ Switch - Black, $29.99, 20 
W&O Wireless Controller Compatible with Xbox 360 2.4GHZ Gamepad Joystick Wireless Controller Compatible with Xbox 360 and PC Windows 7/8/10/11 with Receiver (Black), $22.99, 10 
Cooling Fan Dust Proof for Xbox Series X Console with Colorful Light Strip/MENEEA Dust Cover Filter/Rubber Dust Plugs/Low Noise Top Fan with 3 Gears/Cooler&Light Independent Touch Switch/ 2 USB Port, $36.99, 20 
PC Gaming Headset Headphone Hook Holder Hanger Mount/ Headphones Stand with Adjustable & Rotating Arm Clamp/ Under Desk Design/ Universal Fit/ Built in Cable Clip Organizer EURPMASK, $14.99, 44 
Norton 360 Deluxe 2023/ Antivirus software for 5 Devices with Auto Renewal - Includes VPN/ PC Cloud Backup & Dark Web Monitoring [Download], $89.99, 72 
EKSA E1000 USB Gaming Headset for PC/ Computer Headphones with Microphone/Mic Noise Cancelling/ 7.1 Surround Sound/ RGB Light - Wired Headphones for PS4/ PS5 Console/ Laptop/ Call Center, $39.99, 38 
FastSnail Charging Dock Compatible with Nintendo Switch for Joy Con & OLED Model Controller with Lamppost LED Indication/ Charger Stand Station with Charging Cable, $19.99, 28 
OIVO XSX Controller Charger Station with 2 Packs 1300mAh Rechargeable Battery for Xbox Series X/S/One/Elite/Core Controller/ Charging Dock with 4 Packs Covers, $24.99, 25 
Switch Charger for Nintendo Switch/ AC Power Charger Cable Adapter with Nintendo Switch Lite OLED and Android Mobile Phone Charger/ 5FT USB Type C Charger Cable for Switch Support TV Dock Mode, $13.99, 10 
PS5 Stand with 2 Cooling Fan/ Dual Fast PS5 Controller Charging Station with 3 Extra USB Ports/ PS5 Cooling Station PS5 Accessories Vertical Stand for Sony Playstation 5 Dualsense/Digital/Disc Edition, $49.99, 36 
Daydayup Switch Carrying Case Compatible with Nintendo Switch/Switch OLED/ with 20 Games Cartridges Protective Hard Shell Travel Carrying Case Pouch for Console & Accessories/ Black, $25.99, 24 
ASUS ROG Azoth 75% Wireless DIY Custom Gaming Keyboard/ OLED Display/ Three-Layer Dampening/ Hot-Swappable ROG NX Red Switches & Keyboard Stabilizers/ PBT Keycaps/ RGB-Black, $249.99, 16 
Saqico Head Strap for Oculus Quest 2/ 3-in-1 Adjustable Halo Headband/ Replacement for Elite Strap/ Enhanced Comfort and Gaming Immersion VR Accessories Compatible with Oculus/Meta Quest 2, $22.98, 20 
NexiGo S32 Head Strap with 5300mAh Battery for Oculus Quest 2/ Carbon Fiber Dial/ Replacement Elite Accessories/ Enhanced Comfort Support/ Reduces Face and Head Pressure, $59.99, 33 
Switch Controller Compatible with Switch/Lite/OLED Controller/ Switch Pro Controller With RGB Breathing LED/ Switch Controllers Remote Supports Multi-Platform&App with Turbo/ Wake-up Function, $39.99, 40 
BENGOO Gaming Mouse Wired/ USB Optical Computer Mice with RGB Backlit/ 4 Adjustable DPI Up to 3600/ Ergonomic Gamer Laptop PC Mouse with 6 Programmable Buttons for Windows 7/8/10/XP Vista Linux -Black, $19.99, 55 
MOOGOLE PS4 Controller Wireless/ with USB Cable/1000mAh Battery/Dual Vibration/6-Axis Motion Control/3.5mm Audio Jack/Multi Touch Pad/Share Button/ PS4 Controller Compatible with PS4/Slim/Pro/PC, $25.98, 23 
HyperX Cloud Core – Wireless Gaming Headset for PC/ DTS Headphone:X Spatial Audio/ Memory Foam Ear Pads/ Durable Aluminum Frame/ Detachable Noise Cancelling Microphone/Black, $99.99, 50 
Snpurdiri 60% Wired Gaming Keyboard/ RGB Backlit Ultra-Compact Mini Keyboard/ Waterproof Small Compact 61 Keys Keyboard for PC/Mac Gamer/ Typist/ Travel/ Easy to Carry on Business Trip(Black-White), $31.99, 30 
HyperX HHSS1C-KB-WT/G Cloud Stinger Core – Wireless Gaming Headset/ for PS4/ PS5/ PC/ Lightweight/ Durable Steel Sliders/ Noise-Cancelling Microphone - White, $79.99, 25 
Charger for Rechargeable Xbox One Controller Battery Pack with 4x2550mAh Batteries for Xbox Series X|S/Xbox One/ Battery Charger Station for Wireless Xbox One S/Xbox One X/Xbox One Elite Controllers, $39.99, 20 
NexiGo PS5 Wall Mount Kit with Charging Station/ Dual Controller Chargers/ Steel Wall Stand/ and Headphone Hanger - Compatible with Playstation 5 (Disc & Digital), $49.99, 20 
Cooling Accessories for PS5/ KIWIHOME Horizontal Cooling Fan for PS5/ Upgraded Quiet Cooler Fan with LED Light and USB3.0 Hubs/ for PS5 Disc and Digital Edition(White), $35.99, 49 
HyperX Cloud Flight - Wireless Gaming Headset/ Long Lasting Battery up to 30 Hours/ Detachable Noise Cancelling Microphone/ Red LED Light/ Comfortable Memory Foam/ Works with PC/ PS4 & PS5, $139.99, 43 
ASUS ROG Harpe Ace Aim Lab Edition Gaming Mouse/ 54 g Ultra-Lightwieght/ Connectivity (2.4GHz RF/ Bluetooth/ Wired)/ 36K DPI Sensor/ 5 Programmable Buttons/ ROG SpeedNova/ Esports & FPS Gaming/ Black, $149.99, 27 
UHURU Wireless Gaming Mouse Up to 10000 DPI/ Rechargeable USB Wireless Mouse with 6 Buttons 7 Changeable LED Color Ergonomic Programmable MMO RPG for PC Laptop/ Compatible with Windows Mac, $29.99, 36 
Charging Dock Replacement for Switch & Charger for Switch OLED Joy Con/ Charging Station for Switch with a USB Type-C Charging Cord- Black, $16.99, 28 
Switch Controller Charging Dock Station Compatible with Nintendo Switch & OLED Model Joycons/ KDD Switch Controller Charger Dock Station with Upgraded 8 Game Storage for Nintendo Switch Joycon & Games, $22.99, 48 
AMZDM Controller Grip for Oculus Meta Quest 2 Accessories Grips Cover for VR Touch Controllers Covers Protector with Non-Slip Joystick Covers 1Pair Black, $13.99, 10 
Rosetta Stone Learn UNLIMITED Languages | Lifetime Access - Learn 24 Languages | PC/Mac/iOS/Android Online Code, $399.00, 53 
HyperX Pulsefire Haste – Gaming Mouse/ Ultra-Lightweight/ 59g/ Honeycomb Shell/ Hex Design/ RGB/ HyperFlex USB Cable/ Up to 16000 DPI/ 6 Programmable Buttons/Black, $49.99, 23 
amFilm OneTouch Screen Protector Designed for Nintendo Switch OLED model 2021 - With Auto Alignment Kit/ Bubble Free/ Glass/ 2 Pack, $18.99, 28 
Gaming Headset for Xbox One Series X/S PS4 PS5 PC Switch/ Noise Canceling Headphones with Microphone/ 3.5mm Audio Jack/ Auto-Adjust Headband, $24.99, 10 
ZIUMIER Gaming Headset PS4 Headset/ Xbox One Headset with Noise Canceling Mic and Rgb Light/ PC Headset with Stereo Surround Sound/ Over-Ear Headphones for PC/ PS4/ Xbox One/ Laptop, $29.99, 30 
Gaming Headset for PS5 PS4 PC/ Gaming Headphones with Noise Cancelling Mic/ Wired Gamer Headsets for Computer Laptop Mac Nintendo NES Games, $49.99, 32 
Logitech G935 Wireless DTS:X 7.1 Surround Sound LIGHTSYNC RGB PC Gaming Headset - Black/Blue, $169.99, 35 
Sony-INZONE H9 Wireless Noise Canceling Gaming Headset/ Over-ear Headphones with 360 Spatial Sound/ WH-G900N, $299.99, 17 
Gaming Keyboard and Mouse and Mouse pad and Gaming Headset/ Wired LED RGB Backlight Bundle for PC Gamers and Xbox and PS4 Users - 4 in 1 Edition Hornet RX-250, $39.99, 15 
Story of Seasons: A Wonderful Life - Nintendo Switch, $49.99, 20 
HyperX Alloy Core RGB – Membrane Gaming Keyboard/ Comfortable Quiet Silent Keys with RGB LED Lighting Effects/ Spill Resistant/ Dedicated Media Keys/ Compatible with Windows 10/8.1/8/7 – Black, $49.99, 30 
JBL Quantum 400 - Wired Over-Ear Gaming Headphones with USB and Game-Chat Balance Dial - Black, $99.95, 37 
RK ROYAL KLUDGE M75 Mechanical Keyboard/ 2.4GHz Wireless/Bluetooth/USB-C Wired Gaming Keyboard 75% Layout 81 Keys with OLED Smart Display & Knob/ RGB Backlight Hot-Swappable Brown Switch, $119.99, 29 
Vassink Ergonomic Mouse/ Rechargeable Wireless Mouse/ 2.4GHz Rechargeable Wireless Vertical Optical Mice with USB Receiver/ 6 Buttons/ 800/1200/1600 DPI/ for Laptop/ PC/ Computer Black, $19.99, 31 
Rechargeable Battery Pack for Xbox One/Xbox Series X|S/ Controller Battery Pack for Xbox Series X|S/Xbox One/Xbox One S/Xbox One X/One Elite Controller w/ 2x2550mAh Xbox Controller Battery Pack Green, $18.99, 10 
Logitech G815 LIGHTSYNC RGB Mechanical Gaming Keyboard with Low Profile GL Tactile Key Switch/ 5 programmable G-Keys/USB Passthrough/ Dedicated Media Control/ Black and White colorways, $199.99, 35 
JBL Quantum 610 Wireless 2.4GHz Headset: 40h Battery/ 50mm Drivers/ PC Gaming and Console Compatible/ Black/ Medium, $149.95, 40 
PPKKAI Controller with Wireless Adapter for Xbox One/ Xbox Series X/S/ Xbox One X/S/ PC/ 2.4GHZ Controller with 3.5mm Headphone Jack, $47.98, 27 
NUBWO HW02 USB Headset with Microphone Noise Cancelling &in-line Control/ Super Light/ Ultra Comfort Computer Headset for Laptop pc/ On-Ear Wired Office Call Center Headset for Boom Skype Webinars, $17.59, 10 
HAUZIK Power Supply Replacement Compatible with Nintendo 3DS/ 3DS XL/ 2DS/ 2DS XL/ DSi/ DSi XL Charger AC Adapter with Cable, $14.99, 47 
Micro USB Cable/15Ft Extra Long PS4 Controller Charger Cable/ DEEGO Durable Android Charging Cord for Samsung Galaxy S7 Edge S6/Note 5/Note 4/Moto G5/Android Phone/Kindle Fire/Black, $7.99, 20 
Keyboard and Mouse Wireless Combo with 7 Color Changable Backlits/ Wrist Rest/ Jiggler Mouse/ Phone Holder/ Ergonomic Quiet Rechargeable Cordless Mouse Keyboard Set for Windows/ PC/ Laptop by Choiana, $59.99, 30 
Camiysn Typewriter Style Mechanical Gaming Keyboard/ Pink Retro Punk Gaming Keyboard with White Backlit/ 104 Keys Blue Switch Wired Cute Keyboard/ Round Keycaps for Windows/Mac/PC, $36.99, 20 
EasySMX Wired Gaming Controller/PC Game Controller Joystick with Dual-Vibration Turbo and Trigger Buttons for Windows PC/ PS3/ Android TV Box/Tesla(Black), $19.99, 15 
BANIGIPA Bluetooth Headset with Boom Microphone/ Open Ear Headphones w/Noise Canceling Mic/ Wireless Headset for Phone Laptop PC Computer/ Light and Comfortable for Office Meeting Home Working-10 Hrs, $25.99, 10 
2.4Ghz Wireless Gaming Headset for PC/ PS5/ PS4/ MacBook/ with Microphone/ Over-Ear Bluetooth Gaming Headphones for Cell Phone/ Soft Earmuff - 40 Hours Playtime/ Only Wired Mode for Xbox Series, $29.99, 10 
JBL Quantum 200 - Wired Over-Ear Gaming Headphones - Black/ Large, $59.95, 42 
YOGES Handle Attachments Compatible with Oculus Quest 2 Controller Accessories/ VR Gorilla Tag Long Arms Beat Saber Dual Extension Grips Compatible with Meta Quest 2 Supernatural More VR Games, $22.98, 19 
RK ROYAL KLUDGE RK96 RGB Limited Ed/ 90% 96 Keys Wireless Triple Mode Bluetooth 5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard w/Wrist Rest/ Software Support & Massive Battery/ RK Yellow Switch, $119.99, 42 
GEODMAER Wireless Keyboard and Mouse Combo with Phone Holder/ Wrist Rest/ Rechargeable Backlit Full Size Ergonomic Keyboard and Mouse Wireless/ Light Up Silent Keyboard and Mouse for PC/ Laptop/ Mac, $39.97, 13 
Saqico Battery Pack for Oculus Quest 2/ 5000mAh Head Strap Battery Pack Compatible with Oculus/Meta Quest 2 and Quest/ Lightweight and Portable VR Extend Power Accessories for Extra 2-4H Playtime, $19.98, 10 
Charger Stand with Cooling Fan for Xbox Series S Console and Controller/Vertical Dual Charging Dock Accessories with 2 x 1400mAh Rechargeable Battery and Cover/ Earphone Bracket for XSS, $44.99, 24 
HyperX Pudding Keycaps - Double Shot PBT Keycap Set with Translucent Layer/ for Mechanical Keyboards/ Full 104 Key Set/ OEM Profile/ English (US) Layout - Black, $24.99, 40 
NUBWO U3 3.5mm Gaming Headset for PC/ PS4/ PS5/ Laptop/ Xbox One/ Mac/ iPad/ Switch/ Computer Game / Over Ear Flexible Microphone Volume Control with Mic, $35.99, 50 
Gamrombo 2 Pack Wireless Controller Compatible with Xbox One/Xbox Series X/Xbox Series S/Xbox One S/Xbox One X/Steam/PC with Rechargeable Battery/Back Paddles/Adjustable Volume, $79.99, 23 
PS4 Controller Charger/ PS4 Charger USB Charging Dock Station Compatable with Dualshock 4/ Upgraded Fast-Charging Port for Playstation 4 Controllers, $19.99, 41 
HyperX Cloud Stinger 2 – Gaming Headset/ DTS Headphone:X Spatial Audio/ Lightweight Over-Ear Headset with mic/ Swivel-to-Mute Function/ 50mm Drivers/ PC Compatible/ Black, $49.99, 28 
HyperX Cloud Stinger Core - Gaming headset for PC/ PlayStation 4/5/ Xbox One/ Xbox Series X|S/ Nintendo Switch/ DTS Headphone:X spatial audio/ Lightweight over-ear headset with mic/Black, $39.99, 25 
AOC CQ27G3Z 27" Curved Gaming Monitor/ QHD 2K 2560x1440/ 1000R VA/ 240Hz 0.5ms/ FreeSync Premium/ Height Adjustable Stand/ Xbox PS5 Switch/ 3-Year Zero-Bright-dot/Black, $399.99, 10 
Orzly Accessory Bundle Kit designed for Nintendo switch Accessories Geeks and Oled console users Case and Screen protector/ Joycon grips and Wheels for enhanced games play and more - Jet black, $69.99, 39 
PXN P50L Wireless Switch Pro Controller/ Dual Shock Gamepad Joystick Support Turbo/ Macro/ Gyro Axis/ Wake-Up/ Programmable Dual Connection for Switch/Lite/OLED/iOS (16 versions only) / PC (Brown), $32.99, 45 
HyperX Alloy Origins Core - Tenkeyless Mechanical Gaming Keyboard/ Software Controlled Light & Macro Customization/ Compact Form Factor/ RGB LED Backlit/ Linear HyperX Red Switch/Black, $89.99, 11 
BANIGIPA Bluetooth Headset with Removable Microphone/ Noise Cancelling Wireless Headset for Phones Laptop Computer PC/ Open Ear Headphones for Office Meeting Running Cycling Driving Working-12 Hrs, $29.99, 23 
RuntoGOL TV Docking Station for Switch/Portable Switch OLED Dock Station Support 4K HDMI Output/Replacement for Official Switch Base/Switch Dock with Type-C and HDMI Cable, $29.99, 10 
Switch Docking Station for Nintendo Switch/Portable Switch Dock Replacement for Nintendo Switch Dock Switch HDMI Adapter USB 3.0 Switch TV Dock/Nintendo Switch Travel Dock/Nintendo Switch Accessories, $19.99, 28 
JBL Quantum 100X Console - Gaming Headset for Xbox (Black), $39.95, 38 
Switch Controller/ Wireless Switch Pro Controller for Switch/Switch Lite/Switch OLED/ 8 Colors Adjustable LED Wireless Remote Gamepad with Unique Crack/Turbo/Motion Control (Black), $33.99, 20 
Head Strap Compatible with Oculus Quest 2/Meta Quest 2 Accessories Adjustable Elite Strap Replacement for Enhanced Comfort Support and Gaming Immersion in VR (Comfort Head Strap only), $23.99, 20 
Pink Wireless Keyboard Mouse Combo/ 2.4GHz Wireless Retro Typewriter Keyboard and Mouse Combo/ Letton Full Size Wireless Office Computer Keyboard and Cute Mouse with 3 DPI for Mac PC Desktop Laptop, $42.99, 27 
FYY Nintendo Switch Game Case - Black Nintendo Switch Game Holder for Nintendo Switch Cartridge Case with 24 Game Card Slots & 24 Micro SD Card Slots/ Switch Card Case- Hard Shell/ Silicone Lining, $12.59, 37 
Hosanwell PS5 Wall Mount/ PS5 Wall Mount Kit with 2 Detachable Controller Holder and Headphone Mount/ Solid Metal with Accessories Easy Installation/White, $33.99, 10 
SABLUTE Wireless Keyboard with 7 Colored Backlits/ Wrist Rest/ 2.4G Computer Lighted Keyboard with Phone Holder/ Rechargeable Full Size Ergonomic Keyboard with Silent Keys for MacBook/ PC/ Laptop, $49.99, 36 
BANIGIPA Open Ear Headphones/ Air Conduction Bluetooth Headset/ Wireless Earphones Stereo w/Noise-Canceling Boom Microphone/ 10 Hrs Playtime/ Light and Comfortable for Cell Phone Sport Office Driving, $28.99, 21 
Bameca Wii Controller 2 Pack/ Wii Remote Controller for Wii and Wii U, $29.99, 10 
DTOL AC Adapter Game Charger for Nintendo Dsi Ndsi 3DS/3DSXL/New 3DS/New 3Dsll/2DS/Dsi/Dsixl 2 Pack, $10.99, 20 
MoKo Keyboard for PS5 Controller with Green Backlight/ Bluetooth Wireless Mini Keypad Chatpad for Playstation 5/ Built-in Speaker & 3.5mm Audio Jack for PS5 Controller Accessories, $27.15, 10 
BINBOK VR Head Strap with Dual Magnetic Battery Pack for Oculus/Meta Quest 2/ Twin Replaceable Battery Combo(2x8000mAh) with Magnetic Charging Dock/ Adjustable Design Elite Strap VR Accessories, $89.00, 20 
Bundle for Nintendo Switch Accessories/12 in 1 Switch Sports Accessories Bundle for Nintendo Switch Sports/ Family Accessories Kit for Switch/OLED Sports Games:Golf Clubs/Tennis Rackets/Sword Grips/Just Dance/Etc., $39.99, 26 
RK ROYAL KLUDGE RK61 60% Mechanical Keyboard with Coiled Cable/ 2.4Ghz/Bluetooth/Wired/ Wireless Bluetooth Mini Keyboard 61 Keys/ RGB Hot Swappable Red Switch Gaming Keyboard with Software - White, $64.99, 28 
PXN Wireless Switch Controller for Switch/Lite/OLED/ iOS (16 Version Only)/ with APP/ Turbo/ Screenshot/ Gyro Axis/ Vibration/ Programmable/ Wireless Pro Controller with Wake-Up(Green), $32.99, 45 
VOYEE Charger for Xbox Controller Battery Pack/ 3x2600mAh High Capacity Xbox Rechargeable Battery Pack with Fast Charger Station/ Led Indicator/ Protective Shell for Xbox One/S/X/Elite/Series X|S, $15.99, 10 
Wireless Bluetooth Mouse with 800mAh Rechargeable Battery/ Multi Device(BT 5.0/3.0+USB) Silent Cordless Mouse/ 7-Color Backlit/ 2400 DPI/ Ergonomic Computer Mice for Laptop PC Mac iPad Office Gaming, $29.98, 40 
HEIYING Game Card Case for Nintendo Switch&Switch OLED/Customized Pattern Switch Lite Game Card Case with 48 Game Card Slots and 24 Micro SD Card Slots., $22.99, 20 
HyperX SoloCast – USB Condenser Gaming Microphone/ for PC/ PS5/ PS4/ and Mac/ Tap-to-Mute Sensor/ Cardioid Polar Pattern/ Great for Streaming/ Podcasts/ Twitch/ YouTube/ Discord - White, $59.99, 17 
PXN Wireless Switch Controller for Switch/Switch Lite/OLED/ Support iOS(16 Version Only) Switch Pro Controller with Turbo/ Wake-up/ NFC/ Motion/ Vibration Wireless Switch Controller - Pink, $32.99, 33 
MageGee Gaming Keyboard and Mouse Combo/ True RGB Backlit Membrane Office Keyboard/ 104 Keys Metal Panel USB Quiet Wired Keyboard for Windows Laptop PC - Pink, $36.99, 35 
BANIGIPA Bluetooth Headset with Microphone/ Open Ear Headphones Wireless Bluetooth Noise Cancelling for Laptop PC Computer Cell Phones/ Air Conduction Headphones for Office Meeting Home Working-16 Hrs, $59.99, 20 
TV Docking Station for Nintendo Switch/Nintendo Switch OLED Model/ 6-in-1 Switch Dock with HDMI 2.0/ 100Mbps Ethernet/ 2 USB-A 2.0/ 1 USB 3.0/100W USB-C Charging Port/ Supports YouTube On TV, $32.99, 24 
FORTY4 Wireless Gaming Controller/ Dual-Vibration Joystick Gamepad Computer Game Controller for PC Windows 7/8/10/11/ PS3/ Switch- Black, $39.99, 15 
HyperX Cloud Stinger 2 Core - Gaming Headset for Playstation/ Lightweight Over-Ear Headset with mic/ Swivel-to-Mute Function/ 40mm Drivers - White, $39.99, 25 
TECURS 2.4G Wireless Keyboard Ultra Slim Full Size Keyboard with Numeric Keypad/ Rechargeable LED Backlit Mac Keyboard Silent Keyboard with Multimedia Keys for Mac and Windows, $32.99, 20 
HyperX Alloy Elite 2 – Mechanical Gaming Keyboard/ Software-Controlled Light & Macro Customization/ ABS Pudding Keycaps/ Media Controls/ RGB LED Backlit/ Linear Switch/ HyperX Red/Black, $129.99, 25 
EasySMX 【2023 New】 Wireless Gaming Controller for Windows 7 8 10 11 PC/PS3/Android/Switch/Steam Deck/ Dual-Vibrate Gamepad Joystick Computer Game Controller With Turbo/ 14 Hours Working Battery, $32.99, 10 
JBL Quantum 300 - Wired Over-Ear Gaming Headphones with JBL Quantum Engine Software - Black, $79.95, 44 
NexiGo Controller (No Deadzone) for Switch/Switch Lite/OLED/ Bluetooth Wireless Controllers for Nintendo Switch with Vibration/ Motion/ Turbo and LED Light/ Gift for Gamer Girls Boys (Violet Unicorn), $49.99, 32 
HyperX CloudX Flight – Wireless Gaming Headset/ Official Xbox Licensed/ Compatible with Xbox One and Series X|S/ Game and Chat Mixer/ Memory Foam/ Detachable Noise-Cancellation Microphone, $159.99, 40 
Sony OLED 65 inch BRAVIA XR A80L Series 4K Ultra HD TV with Playstation 5 Console, $3,099.98, 33 
ZDawnn Typewriter Style Mechanical Gaming Keyboard.LED Rainbow Backlit/104 Keys/Retro Punk Round Keycaps with Brown Switch/Wired with USB-A/for PC/Mac/Laptop, $39.98, 35 
Hexgears X5 Wireless Mechanical Keyboard with Kailh Box Blue Switch/ Dark Knight Computer Keyboard for Gaming/ Typing/ Ergonomic 108-key Typewriter Keyboard with Wrist Rest, $140.99, 40 
Mirabox USB3.0 4K HDMI Video Capture Card/ 1080P 60FPS HD Game Capture Device Cam Link with HDMI Passthrough Work with Xbox PS5 PS4 Switch DSLR for OBS Twitch Live Streaming and Recording, $49.99, 36 
7KEYS Retro Typewriter Keyboard/ Electric Typewriter Vintage with Upgraded Mechanical Bluetooth 5.0/Multi Devices Connection Classical Wooden/Punk Round Keys for Desktop PC/Laptop Mac/Phone (Wood), $98.99, 11 
Nargos Video Game Storage Stand Tower for PS5/ PS4/ PS3/ Xbox Series S & X/Xbox one Game/ Universal Game Disc Holder Vertical Stand Organizer Tower, $35.99, 29 
HomeMount Headphone Stand Headset Holder - Adhesive Gaming Headphone Hanger Hook Desk Mount for Most Headphone & Controller (Black), $9.99, 20 
PS5 Faceplate with Cooling Vent Face Plate Console Cover for Playstation 5 Disc Edition DOBEWINGDELOU PS5 Replacement Side Plate Shell Accessories Hard Shockproof Anti-Scratch Dustproof ABS Case Black, $39.99, 10 
ASUS ROG Delta S Wireless Gaming Headset (AI Beamforming Mic/ 7.1 Surround Sound/ 50mm Drivers/ Lightweight/ Low-Latency/ 2.4GHz/ Bluetooth/ USB-C/ for PC/ Mac/ PS4/ PS5/ Switch/ Mobile Device)-Black, $199.99, 10 
Wireless Keyboard and Mouse Backlit/ Wrist Rest/ Jiggler Mouse/ Phone Holder/ Ergo Rechargeable Silent Light Up Combo for Computer/ Mac/ PC/ Laptop/ Chromebook - by SABLUTE/ Gray, $59.99, 13 
Redragon K556 PRO Upgraded Wireless RGB Gaming Keyboard/ BT/2.4Ghz Tri-Mode Aluminum Mechanical Keyboard w/No-Lag Connection/ Hot-Swap Linear Quiet Red Switch, $67.99, 12 
BENGOO G9500 Gaming Headset Headphones for PS4 Xbox One PC Controller/ Over Ear Headphones with 720° Noise Cancelling Mic/ Bicolor LED Light/ Soft Memory Earmuffs for Gamecube Super Nintendo PS5, $45.99, 53 
DIERYA T68SE 60 Percent Keyboard Mechanical/ LED Backlit Wired Keyboard Ultra-Compact 68 Keys White Gaming Keyboard with Stand-Alone Arrow/Control Keys for Windows Laptop PC Mac/ Clicky Blue Switch, $29.99, 26 
SABLUTE Mechanical Gaming Keyboard/ Bluetooth/2.4G/USB-C Wired 60% Compact Mini Keyboard with 20 RGB Effects & 7 Colors Backlit/ N-Key Rollover/ 61 Keys Layout/ Hot Swappable Linear Red Switch, $35.99, 10 
JBL Quantum ONE - Over-Ear Performance Gaming Headset with Active Noise Cancelling (Wired) - Black, $299.95, 30 
8Bitdo Ultimate Wired Controller for Xbox Series X/ Xbox Series S/ Xbox One/ Windows 10 & Windows 11 - Officially Licensed (Black), $44.99, 47 
New bee RGB Headphone Stand with Wireless Charging and 2 USB-C & 1 USB Charging Ports/ Desk Gaming Headset Holder with 7 Light Modes and Non-Slip Rubber Base Suitable for All Earphone Accessories, $19.99, 15 
PXN 9607X Wireless Switch Pro Controller/ Dual Shock Gamepad Joystick Support NFC/ Turbo/ Wake-up/ Gyro Axis/ Vibration for Switch/Lite/OLED & PC & IOS (Pink), $32.99, 33 
JBL Quantum 100P Console - Gaming Headset for Playstation (White)/White/Blue, $39.95, 38 
Sony 65 Inch 4K Ultra HD TV X90L Series with Playstation 5 Console, $1,999.98, 0 
JBL Quantum 910 Wireless Gaming Headset/ Black/ Large, $299.95, 25 
Wired Joypad Switch Controllers for Switch/ Switch Controller Joypad Replacement Controller for Handheld Mode with 8 Colors Adjustable LED/Back Map Button/Turbo/Motion Control (Connect via Type-C) (Black), $49.99, 20 
ROTOMOON Wireless Game Controller with LED Lighting Compatible with Xbox One S/X/ Xbox Series S/X Gaming Gamepad/ Remote Joypad with 2.4G Wireless Adapter Perfect for FPS Games (Black), $35.99, 10 
NexiGo PS5 Horizontal Stand with Slient Cooling Fan/ [Auto On/Off]/ [Minimalist Design]/ Compatible with Playstation 5 Disc & Digital Editions/ Built-in LED Light/ Extra USB Port/ Easy to Install, $49.99, 44 
HyperX Pulsefire Haste – Gaming Mouse – Ultra-Lightweight/ 60g/ Honeycomb Shell/ Hex Design/ HyperFlex USB Cable/ Up to 16000 DPI/ 6 Programmable Buttons - White/Pink, $49.99, 38 
Controller Charge Station with 2x1200mAh Rechargeable Battery Pack for Xbox Series X/S Controller/ Charging Dock for Xbox Controller Battery Pack with 4 Batteries Cover for Xbox One/X/S/Elite, $19.99, 15 
HyperX Pulsefire Haste 2 – Wireless Gaming Mouse- Ultra Lightweight/ 61g/ 100 Hour Battery Life/ Dual Wireless Connectivity/ Precision Sensor - Black, $89.99, 22 
VIYISI Battery Pack for Oculus Quest 2/ 5000mAh Small Portable Charger for Meta Quest 2 Accessories/ Power Bank Compatible with Quest Pro and PICO 4 and VR Headset/ Extend Extra 2-4 Hours Playtime, $22.99, 26 
KOORUI Gaming Keyboards/ 82 Keys Mechanical Keyboard 26 RGB Backlit Compatible Bluetooth/2.4Ghz/USB Rechargeable 4000mAh Battery with Blue Switch Gamer Keyboards for Windows MacOS Linux, $59.99, 20 
ASUS ROG Hone Ace Aim Lab Edition Gaming Mouse Pad/ 508 X 420 x 3 mm/ Large Size/ Soft/ Hybrid Cloth Material/ Non-Slip Rubber Base/ Esports & FPS Gaming/ Black, $29.99, 10 
JBL Quantum 350 - Wireless PC Gaming Headset with Detachable Boom mic, $99.95, 40 
Jeecoo J75 USB Gaming Headset for PC - 7.1 Surround Sound/ Retractable Clear Microphone/ Ultra-Soft Memory Foam Ear Pads/ Flowing RGB Lighting - Compatible with Laptops Desktop Computers, $32.99, 12 
ASUS ROG Gladius III Wired Gaming Mouse | Tuned 19/000 DPI Sensor/ Hot Swappable Push-Fit II Switches/ Ergo Shape/ ROG Omni Mouse Feet/ ROG Paracord and Aura Sync RGB Lighting, $89.99, 43 
Redragon K656 PRO 3-Mode Wireless RGB Gaming Keyboard/ 100 Keys Mechanical Keyboard w/Translucent Board/ Hot-Swappable Socket/ Sound Absorbing Foam & Custom Tactile Switch/ Gradient BlueMade, $63.74, 10 
